id_CH,id_ZH,id_RO,empire,kingdom,phylum,class,order,family,genus,species,size,potentiallyToxic,affiliation,synonyms,EstimatedBiovolumesFromLiterature,Literature,volume_um.3,kremer_key,kremer_match,min_nu.biovol,mn_nu.biovol,mdn_nu.biovol,max_nu.biovol,sd_nu.biovol,n,mn_cells.per.nu,n_sources,w.tsn,analysis,comments,size_category,motility,physiology,colony_growth,stRategy,cell_shape,special_nutrition,volume_um.3.1,surface_um.2,VWS,GRE,HAL,SEM,BAL,BoOber,Unter,WAL,qualifier_as_food,species_buergi,coloniality,comments_coloniality,guild,guild.code
210,200804,s015,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,minutus,,1,Chroococcus minutus,,NA,,50,Chroococcus minutus,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,200900,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Gomphosphaeria,sp,,NA,Gomphosphaeria sp,,NA,,NA,Gomphosphaeria,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,200501,s036,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,flos-aquae,,1,Microcystis flos-aquae,,NA,,NA,Microcystis flosaquae,species,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,202400,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Coelosphaeriaceae,Snowella,sp,,1,Snowella sp,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snowella sp,3,,cyanobacteria,P2
215,201400,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Rhabdogloea,sp,,NA,Rhabdogloea sp,,NA,,25,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhabdogloea sp,0,,cyanobacteria,P1
216,202102,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,Leptolyngbya,foveolara,,1,Leptolyngbya foveolara,Phormidium foveolarum,NA,,NA,Leptolyngbya,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,202101,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,Leptolyngbya,fragilis,,1,Leptolyngbya fragilis,Phormidium fragile,NA,,NA,Leptolyngbya,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,202100,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,Leptolyngbya,sp,,1,Leptolyngbya sp,,NA,,NA,Leptolyngbya,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,200600,s011,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,sp,,NA,Aphanocapsa sp,,NA,,NA,Aphanocapsa,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,200200,s007,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,sp,,1,Anabaena sp,,NA,,420,Anabaena,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,200207,s001,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,circinalis,,1,Anabaena circinalis,,NA,,720,Anabaena circinalis,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,200201,s003,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,flosaquae,,1,Dolichospermum flosaquae,Anabaena flos-aquae,NA,,150,Anabaena,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,oscillarioides,,1,Anabaena oscillarioides,,NA,,150,Anabaena oscillarioides,species,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,200202,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,planctonica,,1,Anabaena planctonica,,NA,,860,Anabaena planctonica,species,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,solitarium,,1,Dolichospermum solitarium,Anabaena solitaria,NA,,860,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,b,b,h,R,b,c,860,370,750,450,NA,NA,NA,860,860,NA,90,Anabaena solitaria,1,,cyanobacteria,P2
307,NA,s005,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,spiroides,,1,Anabaena spiroides,,NA,,420,Anabaena spiroides,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,levanderi,,1,Anabaena levanderi,,NA,,420,Anabaena,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Anabaenopsis,sp,,1,Anabaenopsis sp,,NA,,420,Anabaenopsis,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,sp,,1,Aphanizomenon sp,,NA,,90,Aphanizomenon,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,200301,s009,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,flos-aquae,,1,Aphanizomenon flos-aquae,,NA,,70,Aphanizomenon,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,200302,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,gracile,,1,Aphanizomenon gracile,,NA,,25,Aphanizomenon,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,sp,,NA,Cylindrospermum sp,,NA,,25,Cylindrospermum,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,stagnale,,NA,Cylindrospermum stagnale,,NA,,25,Cylindrospermum,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,NA,s021,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,majus,,NA,Cylindrospermum majus,,NA,,25,Cylindrospermum,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,sp,,NA,Nostoc sp,,NA,,25,Nostoc,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,carneum,,NA,Nostoc carneum,,NA,,25,Nostoc,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,kihlmani,,NA,Nostoc kihlmani,,NA,,25,Nostoc,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,linckia,,NA,Nostoc linckia,Nostoc rivulare,NA,,25,Nostoc,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,paludosum,,NA,Nostoc paludosum,,NA,,25,Nostoc,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,linckia,,NA,Nostoc linckia,,NA,,25,Nostoc,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,linckia,,NA,Nostoc linckia,Nostoc piscinale,NA,,25,Nostoc,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,pruniforme,,NA,Nostoc pruniforme,,NA,,25,Nostoc,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Nodularia,sp,,NA,Nodularia sp,,NA,,3,Nodularia,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,NA,s030,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya,sp,,0,Lyngbya sp,,NA,,3,Lyngbya,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,Planktolyngbya,lacustris,,1,Planktolyngbya lacustris,Lyngbya lacustris,NA,,3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,b,b,h,K,g,NA,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planktolyngbya lacustris,1,,cyanobacteria,P2
327,NA,s029,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,Planktolyngbya,limnetica,,1,Planktolyngbya limnetica,Lyngbya limnetica,NA,,3,Lyngbya limnetica,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya,hieronymusii,,0,Lyngbya hieronymusii,,NA,,3,Lyngbya hieronymusii,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya,lagerheimii,,0,Lyngbya lagerheimii,,NA,,3,Lyngbya lagerheimia,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya,spirulinoides,,0,Lyngbya spirulinoides,Limnothrix pseudospirulina ,NA,,3,Lyngbya,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Microcoleus,sp,,NA,Microcoleus sp,,NA,,3,Microcoleus,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria/Limnothrix/Planktothrix,sp,,1,Oscillatoria/Limnothrix/Planktothrix sp,,NA,,70,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,3 different species,d,b,b,h,R,g,NA,70,80,NA,NA,NA,NA,NA,200,200,NA,30,Oscillatoria/Limnothrix/Planktothrix sp,1,,cyanobacteria,P2
333,202302,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,agardhii,,NA,Planktothrix agardhii,Oscillatoria agardhii,NA,,69,Planktothrix agardhii,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,201809,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,breve,,1,Phormidium breve,Oscillatoria brevis,NA,,43,Phormidium,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Tychonema,bornetii,,NA,Tychonema bornetii,Oscillatoria bornetii,NA,,43,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,h,K,g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tychonema borneti,1,,cyanobacteria,P2
336,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Pseudanabaena,amphigranulata,,NA,Pseudanabaena amphigranulata,Oscillatoria amphigranulata,NA,,9,Pseudanabaena,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Pseudanabaena,limnetica,,NA,Pseudanabaena limnetica,Oscillatoria limnetica,NA,,15,Oscillatoria limnetica,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,200104,s040,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,limosa,,1,Oscillatoria limosa,,NA,,200,Oscillatoria limosa,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,200114,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,princeps,,1,Oscillatoria princeps,,NA,,300,Oscillatoria princeps,species,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,prolifica,,NA,Planktothrix prolifica,Oscillatoria prolifica,NA,,60,Planktothrix,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,202301,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,rubescens,,1,Planktothrix rubescens,Oscillatoria rubescens,NA,,70,Planktothrix,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Oxynema,acuminatum,,NA,Oxynema acuminatum,Oscillatoria acuminata,NA,,90,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,h,R,g,NA,90,88,NA,NA,NA,NA,NA,90,90,NA,20,Oxynema acuminatum,1,,cyanobacteria,P2
343,201602,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Limnothrix,redekei,,NA,Limnothrix redekei,Oscillatoria redeckei,NA,,35,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,b,b,h,R,g,NA,35,70,35,NA,NA,NA,NA,35,35,NA,15,Limnothrix redekei,1,,cyanobacteria,P2
344,201808,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Coleofasciculaceae,Geitlerinema,splendidum,,NA,Geitlerinema splendidum,Oscillatoria splendida / Phormidium splendidum,NA,,37,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,h,R,g,NA,37,59,NA,NA,NA,NA,NA,37,37,NA,17,Geitlerinema splendidum,1,,cyanobacteria,P2
345,201811,s044,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,Leptolyngbya,tenuis,,1,Leptolyngbya tenuis,Phormidium tenue,NA,,150,Leptolyngbya,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,201800,s045,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,sp,,1,Phormidium sp,,NA,,4,Phormidium,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,201806,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Pseudanabaena,mucicola,,NA,Pseudanabaena mucicola,Phormidium mucicola,NA,,3,Pseudanabaena mucicola,species,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,Leptolyngbya,tenuis,,1,Leptolyngbya tenuis,Phormidium tenue,NA,,3,Leptolyngbya,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,201804,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Microcoleus,autumnalis,,NA,Microcoleus autumnalis,Phormidium autumnale,NA,,40,Microcoleus,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,200400,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Pseudanabaena,sp,,NA,Pseudanabaena sp,,NA,,15,Pseudanabaena,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,200401,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Pseudanabaena,catenata,,NA,Pseudanabaena catenata,,NA,,15,Pseudanabaena catenata,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,200205,s002,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Johanseninema,constrictum,,1,Johanseninema constrictum,Oscillatoria constricta / Pseudanabaena constricta / Komvophoron constrictum / Johansenia constricta,NA,,15,Anabaena,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Pseudanabaena,articulata,,NA,Pseudanabaena articulata,,NA,,15,Pseudanabaena,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Schizotrichaceae,Schizothrix,sp,,NA,Schizothrix sp,,NA,,15,Schizothrix,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,201200,s047,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Spirulinales,Spirulinaceae,Spirulina,sp,,NA,Spirulina sp,,NA,,50,Spirulina,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Arthrospira,jenneri,,NA,Arthrospira jenneri,Spirulina jenneri,NA,,50,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,h,R,g,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arthrospira jenneri,1,,cyanobacteria,P2
357,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Spirulinales,Spirulinaceae,Spirulina,major,,NA,Spirulina major,,NA,,50,Spirulina major,species,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,NA,s046,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Rivularia,sp,,NA,Rivularia sp,,NA,,50,Rivularia,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Rivularia,haematites,,NA,Rivularia haematites,,NA,,50,Rivularia,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,201100,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Gloeotrichiaceae,Gloeotrichia,sp,,NA,Gloeotrichia sp,,NA,,50,Gloeotrichia,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Gloeotrichiaceae,Gloeotrichia,echinulata,,NA,Gloeotrichia echinulata,,NA,,40,Gloeotrichia echinulata,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,sp,,NA,Calothrix sp,,NA,,50,Calothrix,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Tolypothrichaceae,Tolypothrix,sp,,NA,Tolypothrix sp,,NA,,50,Tolypothrix,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Tolypothrichaceae,Tolypothrix,tenuis,,NA,Tolypothrix tenuis,,NA,,50,Tolypothrix,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Tolypothrichaceae,Tolypothrix,distorta,,NA,Tolypothrix distorta,,NA,,50,Tolypothrix distorta,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Petalonema,sp,,NA,Petalonema sp,,NA,,50,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,h,R,g,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Petalonema sp,1,,cyanobacteria,P2
367,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Petalonema,alatum,,NA,Petalonema alatum,,NA,,50,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,h,K,g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Petalonema alatum,1,,cyanobacteria,P2
368,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,sp,,NA,Scytonema sp,,NA,,50,Scytonema,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,myochrous,,NA,Scytonema myochrous,,NA,,50,Scytonema,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Microchaete,sp,,NA,Microchaete sp,,NA,,50,Microchaete,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Plectonema,sp,,NA,Plectonema sp,,NA,,50,Plectonema,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,crassum,,1,Dolichospermum crassum,Anabaena spiroides var crassa / Anabaena spiroides f crassa / Anabaena crassa,NA,,600,Anabaena spiroides,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Limnothrix,obliqueacuminata,,NA,Limnothrix obliqueacuminata,Oscillatoria obliqueacuminata,NA,,10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,b,b,h,R,g,NA,10,15,NA,NA,NA,NA,NA,10,10,NA,8,Oscillatoria obliqueacuminata,1,,cyanobacteria,P2
374,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,lauterbornii,,1,Oscillatoria lauterbornii,,NA,,17,Oscillatoria,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Coleofasciculaceae,Geitlerinema,acuiforme,,NA,Geitlerinema acuiforme,Oscillatoria acuiformis,NA,,8,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,b,b,h,R,g,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Geitlerinema acuiforme,1,,cyanobacteria,P2
376,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,lemmermannii,,1,Anabaena lemmermannii,,NA,,90,Anabaena lemmermannii,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,NA,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,trichoides,,1,Oscillatoria trichoides,,NA,,90,Oscillatoria,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,200402,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Pseudanabaena,galeata,,NA,Pseudanabaena galeata,,NA,,10,Pseudanabaena galeata,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,NA,s028,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,Planktolyngbya,contorta,,1,Planktolyngbya contorta,Lyngbya contorta,NA,,10,Lyngbya contorta,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,200108,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,chlorinum,,1,Phormidium chlorinum,Oscillatoria chlorina,NA,,80,Oscillatoria chlorina,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,100702,,prokaryota,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,leptomitiformis,,1,Oscillatoria leptomitiformis,Beggiatoa leptomitiformis,NA,,NA,Oscillatoria,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,100701,,prokaryota,Bacteria,,,,,Beggiatoa,alba,,NA,Beggiatoa alba,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beggiatoa alba,NA,,NA,NA
383,100700,,prokaryota,Bacteria,,,,,Beggiatoa,sp,,NA,Beggiatoa sp,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beggiatoa sp,NA,,NA,NA
